	[C](normalized)	[CCML](normalized)	[Ca](normalized)	[CWP](normalized)	[N](normalized)	[NCML](normalized)
hsa_circ_0006535	2.584962501	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006531	3.169925001	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006530	0	2.663747764	2.133962904	0.487322856	0.658751561	2.807847153
hsa_circ_0006528	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006527	2.584962501	2.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0006526	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006523	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006520	2.321928095	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006515	1.584962501	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006512	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006508	4.523561956	4.248710265	5.593394522	3.946754475	4.565642156	3.293273981
hsa_circ_0006501	2	2.985675859	2.549000403	3.072285357	0.658751561	0.485919059
hsa_circ_0006500	0	2.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006499	2	1.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006498	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0006491	0	1.663747764	3.870928498	1.487322856	0.658751561	0.485919059
hsa_circ_0006487	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006485	0	0.663747764	2.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0006482	2.321928095	0.663747764	0.549000403	0.487322856	2.980679655	0.485919059
hsa_circ_0006479	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006475	2.321928095	1.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006474	0	0.663747764	0.549000403	0.487322856	1.658751561	0.485919059
hsa_circ_0006473	2	3.471102686	3.133962904	0.487322856	4.359191279	0.485919059
hsa_circ_0006472	0	4.248710265	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006470	1	2.985675859	2.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0006462	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006461	1	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0006459	3.321928095	0.663747764	4.008432022	0.487322856	0.658751561	0.485919059
hsa_circ_0006449	0	2.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006445	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006436	1.584962501	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006435	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006434	1	2.248710265	3.356355325	2.072285357	0.658751561	1.485919059
hsa_circ_0006431	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006419	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006417	0	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006413	0	0.663747764	0.549000403	0.487322856	0.658751561	3.293273981
hsa_circ_0006409	1	1.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006408	0	0.663747764	0.549000403	3.294677779	0.658751561	0.485919059
hsa_circ_0006402	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006400	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006396	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006395	0	0.663747764	2.133962904	0.487322856	4.906679074	0.485919059
hsa_circ_0006393	1	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0006392	0	0.663747764	3.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0006389	0	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0006388	1	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006382	4.857980995	4.911675278	3.718925404	2.487322856	4.828676562	2.485919059
hsa_circ_0006381	3	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006380	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006379	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006376	3.700439718	4.57063836	3.133962904	0.487322856	4.243714061	0.485919059
hsa_circ_0006374	0	3.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006365	2.584962501	4.123179383	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006364	3.459431619	0.663747764	3.870928498	0.487322856	0.658751561	1.485919059
hsa_circ_0006358	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0006357	2.584962501	3.248710265	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0006354	5.64385619	5.708141884	7.118856011	5.487322856	6.331176903	4.070881559
hsa_circ_0006346	2.807354922	2.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006345	1.584962501	2.248710265	2.549000403	0.487322856	0.658751561	3.485919059
hsa_circ_0006341	0	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0006338	3	3.663747764	3.356355325	2.072285357	0.658751561	0.485919059
hsa_circ_0006335	1.584962501	0.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0006332	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006331	1.584962501	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0006324	2.321928095	4.123179383	3.718925404	2.809250951	4.746214402	1.485919059
hsa_circ_0006319	1.584962501	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006308	0	2.248710265	0.549000403	2.809250951	0.658751561	0.485919059
hsa_circ_0006303	1.584962501	2.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006302	0	2.985675859	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0006301	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006297	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006296	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006291	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006290	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0006286	0	2.663747764	3.356355325	3.487322856	0.658751561	0.485919059
hsa_circ_0006281	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006272	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006267	3.321928095	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0006264	1.584962501	3.248710265	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0006260	1.584962501	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006259	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006258	2.584962501	4.248710265	2.549000403	0.487322856	1.658751561	3.293273981
hsa_circ_0006256	3.807354922	3.663747764	4.549000403	3.487322856	2.980679655	0.485919059
hsa_circ_0006255	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006249	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006245	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006235	1	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006234	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006227	2.584962501	0.663747764	3.356355325	2.072285357	0.658751561	0.485919059
hsa_circ_0006225	2	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006222	0	0.663747764	2.870928498	1.487322856	0.658751561	0.485919059
hsa_circ_0006220	2.321928095	0.663747764	1.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0006217	0	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006215	0	0.663747764	0.549000403	1.487322856	0.658751561	1.485919059
hsa_circ_0006213	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006208	2.321928095	2.248710265	2.870928498	1.487322856	0.658751561	0.485919059
hsa_circ_0006202	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006201	0	0.663747764	2.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006198	1.584962501	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006191	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006188	2	2.248710265	2.133962904	0.487322856	3.243714061	2.807847153
hsa_circ_0006186	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006178	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006169	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006168	2.321928095	2.248710265	2.870928498	3.072285357	0.658751561	2.807847153
hsa_circ_0006166	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0006164	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006163	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006161	0	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0006160	0	0.663747764	0.549000403	0.487322856	2.658751561	0.485919059
hsa_circ_0006157	1.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006153	2.321928095	2.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006151	0	2.663747764	5.192856593	0.487322856	0.658751561	1.485919059
hsa_circ_0006149	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0006141	2.321928095	3.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006139	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0006137	3.459431619	4.364187482	4.636463244	0.487322856	4.906679074	0.485919059
hsa_circ_0006135	2.584962501	2.985675859	3.133962904	2.072285357	0.658751561	0.485919059
hsa_circ_0006132	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006131	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006127	3.700439718	1.663747764	4.008432022	0.487322856	0.658751561	3.293273981
hsa_circ_0006125	0	0.663747764	0.549000403	0.487322856	3.980679655	0.485919059
hsa_circ_0006117	4.584962501	3.985675859	4.549000403	3.809250951	4.906679074	2.807847153
hsa_circ_0006114	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006111	0	0.663747764	2.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0006110	2.807354922	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006109	2.321928095	3.248710265	5.192856593	3.809250951	0.658751561	0.485919059
hsa_circ_0006108	1.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006107	2.807354922	0.663747764	4.133962904	3.072285357	4.658751561	2.807847153
hsa_circ_0006105	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006101	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006099	2.321928095	0.663747764	0.549000403	2.809250951	0.658751561	0.485919059
hsa_circ_0006097	0	0.663747764	1.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006095	1.584962501	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006087	2.584962501	1.663747764	3.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0006086	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0006082	2.807354922	0.663747764	1.549000403	1.487322856	0.658751561	2.070881559
hsa_circ_0006075	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006063	3.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006062	3.169925001	5.521728759	1.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0006055	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006054	1.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006051	0	0.663747764	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0006049	0	3.833672766	2.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0006041	0	0.663747764	0.549000403	0.487322856	4.118183179	0.485919059
hsa_circ_0006040	2.584962501	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0006037	3.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006033	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006032	0	0.663747764	2.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0006027	1.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006023	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006022	2.807354922	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006016	1	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006015	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006014	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0006010	3.807354922	1.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006009	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0006007	2	0.663747764	1.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0006006	2.321928095	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005996	0	0.663747764	1.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0005995	1	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005994	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005993	2	2.985675859	2.870928498	2.072285357	0.658751561	2.807847153
hsa_circ_0005991	0	0.663747764	4.008432022	1.487322856	0.658751561	0.485919059
hsa_circ_0005988	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005987	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005986	3	0.663747764	3.549000403	2.487322856	0.658751561	3.485919059
hsa_circ_0005985	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005982	3	2.663747764	3.133962904	0.487322856	3.828676562	0.485919059
hsa_circ_0005981	3	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005980	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005975	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005974	0	3.248710265	3.718925404	1.487322856	3.243714061	2.070881559
hsa_circ_0005973	0	0.663747764	4.008432022	0.487322856	0.658751561	0.485919059
hsa_circ_0005970	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005968	3.169925001	1.663747764	2.549000403	0.487322856	3.980679655	0.485919059
hsa_circ_0005965	3.459431619	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005963	1.584962501	2.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005959	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005955	1.584962501	2.663747764	2.870928498	1.487322856	4.243714061	1.485919059
hsa_circ_0005954	2.321928095	2.985675859	1.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0005952	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0005946	1	2.663747764	2.870928498	2.072285357	0.658751561	0.485919059
hsa_circ_0005944	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005942	2	2.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005941	3.700439718	0.663747764	4.455890999	2.072285357	0.658751561	2.807847153
hsa_circ_0005939	3.807354922	5.471102686	5.303887905	2.487322856	5.565642156	2.485919059
hsa_circ_0005937	2.321928095	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005935	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005932	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005930	0	0.663747764	2.549000403	2.809250951	0.658751561	0.485919059
hsa_circ_0005929	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005925	5.087462841	6.278457608	7.369179365	5.531716976	0.658751561	3.945350677
hsa_circ_0005921	2	3.471102686	3.549000403	0.487322856	3.828676562	0.485919059
hsa_circ_0005918	3.700439718	4.471102686	3.870928498	0.487322856	0.658751561	2.485919059
hsa_circ_0005917	1.584962501	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0005915	0	0.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0005912	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005909	0	0.663747764	3.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0005908	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005907	0	0.663747764	4.008432022	0.487322856	0.658751561	0.485919059
hsa_circ_0005904	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005901	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005900	0	0.663747764	0.549000403	2.809250951	0.658751561	2.485919059
hsa_circ_0005899	3	2.248710265	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0005898	3	0.663747764	4.636463244	3.487322856	3.658751561	2.807847153
hsa_circ_0005888	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005887	3.807354922	2.248710265	4.356355325	2.809250951	5.051068983	3.485919059
hsa_circ_0005885	1.584962501	0.663747764	3.356355325	0.487322856	2.980679655	0.485919059
hsa_circ_0005882	0	1.663747764	4.133962904	0.487322856	0.658751561	3.070881559
hsa_circ_0005879	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005875	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005873	0	0.663747764	2.133962904	0.487322856	0.658751561	2.485919059
hsa_circ_0005871	3.459431619	3.985675859	2.549000403	2.809250951	4.359191279	0.485919059
hsa_circ_0005870	2.321928095	0.663747764	2.133962904	0.487322856	5.051068983	2.485919059
hsa_circ_0005869	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0005868	0	1.663747764	2.133962904	0.487322856	3.980679655	0.485919059
hsa_circ_0005866	1.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005856	0	0.663747764	2.133962904	2.487322856	0.658751561	0.485919059
hsa_circ_0005855	0	2.663747764	2.133962904	2.487322856	0.658751561	0.485919059
hsa_circ_0005850	1	2.985675859	0.549000403	2.809250951	0.658751561	0.485919059
hsa_circ_0005847	0	3.471102686	2.870928498	2.072285357	4.359191279	2.807847153
hsa_circ_0005846	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005843	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005842	1	0.663747764	4.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0005838	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005836	2.321928095	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005835	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	2.807847153
hsa_circ_0005830	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005825	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0005824	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005823	3.584962501	3.471102686	3.870928498	3.072285357	0.658751561	1.485919059
hsa_circ_0005813	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005812	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005809	2.584962501	3.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005807	2.584962501	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005804	0	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005802	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005801	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005797	0	2.248710265	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0005796	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0005793	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005792	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005791	3.169925001	4.364187482	5.758453769	3.072285357	0.658751561	2.070881559
hsa_circ_0005785	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005782	4.584962501	4.123179383	5.192856593	4.072285357	0.658751561	3.293273981
hsa_circ_0005778	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005777	0	0.663747764	0.549000403	3.487322856	0.658751561	0.485919059
hsa_circ_0005775	3	2.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0005772	0	1.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005771	1.584962501	0.663747764	2.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0005769	1.584962501	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005768	0	2.248710265	4.870928498	2.072285357	0.658751561	2.485919059
hsa_circ_0005762	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005761	3	2.985675859	4.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005757	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005756	2.584962501	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005750	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005746	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0005745	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005744	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0005741	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005738	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005736	3.906890596	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005735	2	3.833672766	3.133962904	0.487322856	0.658751561	2.485919059
hsa_circ_0005734	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005729	3.459431619	4.833672766	4.249440121	2.809250951	0.658751561	3.485919059
hsa_circ_0005726	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005725	2.321928095	2.985675859	3.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0005723	0	3.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005722	0	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0005721	1.584962501	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005718	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0005716	1.584962501	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005714	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005712	2.807354922	2.985675859	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0005704	3.584962501	2.985675859	0.549000403	0.487322856	4.243714061	0.485919059
hsa_circ_0005703	0	0.663747764	4.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005695	1	1.663747764	3.870928498	1.487322856	0.658751561	0.485919059
hsa_circ_0005694	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005690	2.584962501	4.123179383	3.356355325	1.487322856	0.658751561	0.485919059
hsa_circ_0005689	0	0.663747764	1.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0005688	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0005682	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005679	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005678	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0005673	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005670	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005668	2.321928095	0.663747764	3.356355325	3.072285357	0.658751561	0.485919059
hsa_circ_0005667	2.321928095	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005663	3	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005656	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0005653	2.321928095	0.663747764	3.549000403	1.487322856	0.658751561	1.485919059
hsa_circ_0005646	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005645	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005644	2.584962501	2.248710265	4.249440121	0.487322856	3.980679655	0.485919059
hsa_circ_0005641	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005640	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005633	1.584962501	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005632	0	0.663747764	2.133962904	2.809250951	0.658751561	0.485919059
hsa_circ_0005630	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005627	2.807354922	2.248710265	3.133962904	2.072285357	0.658751561	0.485919059
hsa_circ_0005624	3	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005620	2.584962501	3.471102686	2.133962904	0.487322856	4.658751561	0.485919059
hsa_circ_0005619	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005617	1.584962501	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0005605	1	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0005604	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0005603	1	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0005600	3.169925001	3.985675859	3.870928498	0.487322856	3.828676562	0.485919059
hsa_circ_0005598	0	0.663747764	3.718925404	1.487322856	0.658751561	0.485919059
hsa_circ_0005597	0	2.985675859	1.549000403	2.072285357	0.658751561	0.485919059
